#format table ## [Custom WaveView] saved 23:19:55 Tue Aug 04 2026
TIME ,v(rx_ctle_p,rx_ctle_n) 
 0.00000E+000 , 2.07610E-014 
 1.00000E-012 , 7.94140E-006 
 1.25000E-012 , 2.47610E-005 
 1.68180E-012 , 2.18390E-005 
 2.50830E-012 ,-7.70340E-005 
 4.18210E-012 ,-2.36820E-004 
 8.00420E-012 , 2.23210E-003 
 9.04780E-012 , 3.77800E-003 
 9.87920E-012 , 5.34470E-003 
 1.21370E-011 , 1.11660E-002 
 1.38180E-011 , 1.68710E-002 
 1.60750E-011 , 2.60380E-002 
 1.66020E-011 , 2.84060E-002 
 1.68120E-011 , 2.93810E-002 
 1.72480E-011 , 3.14200E-002 
 1.82270E-011 , 3.61390E-002 
 1.87600E-011 , 3.87770E-002 
 2.04640E-011 , 4.74510E-002 
 2.17540E-011 , 5.39270E-002 
 2.31820E-011 , 5.92320E-002 
 2.53910E-011 , 6.52350E-002 
 2.56490E-011 , 6.61780E-002 
 2.63050E-011 , 6.87620E-002 
 2.80040E-011 , 7.60680E-002 
 3.00000E-011 , 8.48380E-002 
 3.00600E-011 , 8.50920E-002 
 3.02000E-011 , 8.56920E-002 
 3.06270E-011 , 8.75090E-002 
 3.10930E-011 , 8.94790E-002 
 3.25850E-011 , 9.56570E-002 
 3.41800E-011 , 1.02030E-001 
 3.52160E-011 , 1.06000E-001 
 3.59840E-011 , 1.08900E-001 
 3.76450E-011 , 1.14990E-001 
 4.22150E-011 , 1.30360E-001 
 4.39450E-011 , 1.35660E-001 
 4.66900E-011 , 1.43160E-001 
 4.93280E-011 , 1.49970E-001 
 5.37110E-011 , 1.60150E-001 
 5.49320E-011 , 1.62700E-001 
 5.88380E-011 , 1.70570E-001 
 6.27680E-011 , 1.78530E-001 
 6.34770E-011 , 1.79930E-001 
 6.46110E-011 , 1.82140E-001 
 6.58760E-011 , 1.84580E-001 
 6.85020E-011 , 1.89570E-001 
 7.26970E-011 , 1.97290E-001 
 7.32420E-011 , 1.98260E-001 
 7.41140E-011 , 1.99800E-001 
 7.53800E-011 , 2.02010E-001 
 7.77720E-011 , 2.06070E-001 
 8.30080E-011 , 2.14350E-001 
 8.39150E-011 , 2.15690E-001 
 8.57380E-011 , 2.18310E-001 
 9.06440E-011 , 2.24830E-001 
 9.37500E-011 , 2.28570E-001 
 9.48490E-011 , 2.29800E-001 
 9.72770E-011 , 2.32410E-001 
 1.02540E-010 , 2.37520E-001 
 1.05470E-010 , 2.39950E-001 
 1.08400E-010 , 2.42240E-001 
 1.09860E-010 , 2.43310E-001 
 1.11330E-010 , 2.44350E-001 
 1.11820E-010 , 2.44680E-001 
 1.12300E-010 , 2.45010E-001 
 1.13090E-010 , 2.45530E-001 
 1.15590E-010 , 2.47110E-001 
 1.20120E-010 , 2.49730E-001 
 1.20610E-010 , 2.49990E-001 
 1.21090E-010 , 2.50250E-001 
 1.21870E-010 , 2.50650E-001 
 1.23050E-010 , 2.51250E-001 
 1.23540E-010 , 2.51490E-001 
 1.24020E-010 , 2.51730E-001 
 1.24510E-010 , 2.51970E-001 
 1.25000E-010 , 2.52210E-001 
 1.25490E-010 , 2.52440E-001 
 1.25980E-010 , 2.52670E-001 
 1.26460E-010 , 2.52900E-001 
 1.26950E-010 , 2.53130E-001 
 1.27440E-010 , 2.53350E-001 
 1.27930E-010 , 2.53570E-001 
 1.28420E-010 , 2.53790E-001 
 1.28910E-010 , 2.54010E-001 
 1.29690E-010 , 2.54350E-001 
 1.30860E-010 , 2.54860E-001 
 1.31350E-010 , 2.55070E-001 
 1.31840E-010 , 2.55270E-001 
 1.32620E-010 , 2.55590E-001 
 1.34770E-010 , 2.56460E-001 
 1.35250E-010 , 2.56650E-001 
 1.35740E-010 , 2.56840E-001 
 1.36520E-010 , 2.57140E-001 
 1.38640E-010 , 2.57920E-001 
 1.40630E-010 , 2.58610E-001 
 1.41110E-010 , 2.58770E-001 
 1.41600E-010 , 2.58940E-001 
 1.42380E-010 , 2.59190E-001 
 1.44640E-010 , 2.59880E-001 
 1.48440E-010 , 2.60910E-001 
 1.48930E-010 , 2.61030E-001 
 1.49410E-010 , 2.61150E-001 
 1.50200E-010 , 2.61320E-001 
 1.52610E-010 , 2.61820E-001 
 1.56960E-010 , 2.62530E-001 
 1.68740E-010 , 2.63500E-001 
 1.80080E-010 , 2.63570E-001 
 1.82620E-010 , 2.63500E-001 
 1.83110E-010 , 2.63480E-001 
 1.83590E-010 , 2.63470E-001 
 1.84380E-010 , 2.63440E-001 
 1.86880E-010 , 2.63350E-001 
 1.93860E-010 , 2.63090E-001 
 2.00000E-010 , 2.62830E-001 
 2.00130E-010 , 2.62800E-001 
 2.00380E-010 , 2.62750E-001 
 2.01160E-010 , 2.62600E-001 
 2.02050E-010 , 2.62460E-001 
 2.04190E-010 , 2.62230E-001 
 2.06490E-010 , 2.62050E-001 
 2.09410E-010 , 2.61850E-001 
 2.13040E-010 , 2.61560E-001 
 2.16250E-010 , 2.61260E-001 
 2.19800E-010 , 2.60960E-001 
 2.21770E-010 , 2.60840E-001 
 2.23750E-010 , 2.60760E-001 
 2.26750E-010 , 2.60600E-001 
 2.30000E-010 , 2.60290E-001 
 2.30100E-010 , 2.60290E-001 
 2.30280E-010 , 2.60290E-001 
 2.30850E-010 , 2.60300E-001 
 2.31490E-010 , 2.60320E-001 
 2.33530E-010 , 2.60580E-001 
 2.37060E-010 , 2.62000E-001 
