#format table ## [Custom WaveView] saved 20:37:00 Tue Aug 04 2026
TIME ,v(clk) ,v(out_n) ,v(out_p) 
 3.43260E-009 , 0.00000E+000 , 2.84930E-001 , 1.79370E+000 
 3.43590E-009 , 0.00000E+000 , 3.66410E-001 , 1.82480E+000 
 3.44630E-009 , 0.00000E+000 , 6.28780E-001 , 1.89180E+000 
 3.45710E-009 , 0.00000E+000 , 8.92200E-001 , 1.92900E+000 
 3.46800E-009 , 0.00000E+000 , 1.11690E+000 , 1.94710E+000 
 3.48020E-009 , 0.00000E+000 , 1.30550E+000 , 1.94930E+000 
 3.50110E-009 , 0.00000E+000 , 1.53740E+000 , 1.91900E+000 
 3.51620E-009 , 0.00000E+000 , 1.64220E+000 , 1.88640E+000 
 3.53560E-009 , 0.00000E+000 , 1.71900E+000 , 1.85320E+000 
 3.55400E-009 , 0.00000E+000 , 1.75690E+000 , 1.83200E+000 
 3.57860E-009 , 0.00000E+000 , 1.78160E+000 , 1.81540E+000 
 3.60000E-009 , 0.00000E+000 , 1.79110E+000 , 1.80790E+000 
 3.60370E-009 , 2.25000E-001 , 1.81950E+000 , 1.83480E+000 
 3.60530E-009 , 3.18220E-001 , 1.83100E+000 , 1.84560E+000 
 3.61030E-009 , 6.16540E-001 , 1.86440E+000 , 1.87720E+000 
 3.61990E-009 , 1.19650E+000 , 1.93070E+000 , 1.94130E+000 
 3.62710E-009 , 1.62830E+000 , 1.97950E+000 , 1.98940E+000 
 3.63000E-009 , 1.80000E+000 , 1.98480E+000 , 1.99400E+000 
 3.63110E-009 , 1.80000E+000 , 1.98230E+000 , 1.99140E+000 
 3.63170E-009 , 1.80000E+000 , 1.98100E+000 , 1.98990E+000 
 3.63370E-009 , 1.80000E+000 , 1.97630E+000 , 1.98480E+000 
 3.63950E-009 , 1.80000E+000 , 1.96180E+000 , 1.96890E+000 
 3.64670E-009 , 1.80000E+000 , 1.93600E+000 , 1.94110E+000 
 3.65650E-009 , 1.80000E+000 , 1.84030E+000 , 1.86600E+000 
 3.66750E-009 , 1.80000E+000 , 1.67260E+000 , 1.75260E+000 
 3.68080E-009 , 1.80000E+000 , 1.44140E+000 , 1.58650E+000 
 3.69420E-009 , 1.80000E+000 , 1.22140E+000 , 1.42120E+000 
 3.71030E-009 , 1.80000E+000 , 1.00300E+000 , 1.28980E+000 
 3.72560E-009 , 1.80000E+000 , 8.10540E-001 , 1.27820E+000 
 3.74300E-009 , 1.80000E+000 , 6.04450E-001 , 1.39740E+000 
 3.77620E-009 , 1.80000E+000 , 3.30520E-001 , 1.62650E+000 
 3.78800E-009 , 1.80000E+000 , 2.56230E-001 , 1.67840E+000 
 3.80000E-009 , 1.80000E+000 , 1.88070E-001 , 1.71370E+000 
 3.80300E-009 , 1.62280E+000 , 1.63990E-001 , 1.71250E+000 
 3.80420E-009 , 1.55100E+000 , 1.54290E-001 , 1.71200E+000 
 3.80800E-009 , 1.32100E+000 , 1.24470E-001 , 1.71140E+000 
 3.82020E-009 , 5.85170E-001 , 1.05120E-001 , 1.72180E+000 
 3.83000E-009 , 4.35207E-014 , 2.23540E-001 , 1.76600E+000 
 3.83150E-009 ,-6.31089E-030 , 2.59990E-001 , 1.78270E+000 
 3.83260E-009 , 0.00000E+000 , 2.84930E-001 , 1.79370E+000 
 3.83590E-009 , 0.00000E+000 , 3.66420E-001 , 1.82480E+000 
 3.84630E-009 , 0.00000E+000 , 6.28780E-001 , 1.89180E+000 
 3.85710E-009 , 0.00000E+000 , 8.92200E-001 , 1.92900E+000 
 3.86800E-009 , 0.00000E+000 , 1.11690E+000 , 1.94710E+000 
 3.88020E-009 , 0.00000E+000 , 1.30550E+000 , 1.94930E+000 
 3.90110E-009 , 0.00000E+000 , 1.53740E+000 , 1.91900E+000 
 3.91620E-009 , 0.00000E+000 , 1.64220E+000 , 1.88640E+000 
 3.93560E-009 , 0.00000E+000 , 1.71900E+000 , 1.85320E+000 
 3.95400E-009 , 0.00000E+000 , 1.75690E+000 , 1.83200E+000 
 3.97860E-009 , 0.00000E+000 , 1.78160E+000 , 1.81540E+000 
 4.00000E-009 , 0.00000E+000 , 1.79110E+000 , 1.80790E+000 
